date,date_id,date_str,year,quarter,quarter_name,year_quarter,month,month_name,month_short,month_year,day_of_month,day_of_week,day_name,is_weekend,fiscal_year,fiscal_quarter
2022-07-24,20220724,2022-07-24,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,24,7,Sunday,1,FY2022,FQ3
2022-07-25,20220725,2022-07-25,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,25,1,Monday,0,FY2022,FQ3
2022-07-26,20220726,2022-07-26,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,26,2,Tuesday,0,FY2022,FQ3
2022-07-27,20220727,2022-07-27,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,27,3,Wednesday,0,FY2022,FQ3
2022-07-28,20220728,2022-07-28,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,28,4,Thursday,0,FY2022,FQ3
2022-07-29,20220729,2022-07-29,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,29,5,Friday,0,FY2022,FQ3
2022-07-30,20220730,2022-07-30,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,30,6,Saturday,1,FY2022,FQ3
2022-07-31,20220731,2022-07-31,2022,3,Q3,2022-Q3,7,July,Jul,2022-07,31,7,Sunday,1,FY2022,FQ3
2022-08-01,20220801,2022-08-01,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,1,1,Monday,0,FY2022,FQ3
2022-08-02,20220802,2022-08-02,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,2,2,Tuesday,0,FY2022,FQ3
2022-08-03,20220803,2022-08-03,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,3,3,Wednesday,0,FY2022,FQ3
2022-08-04,20220804,2022-08-04,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,4,4,Thursday,0,FY2022,FQ3
2022-08-05,20220805,2022-08-05,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,5,5,Friday,0,FY2022,FQ3
2022-08-06,20220806,2022-08-06,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,6,6,Saturday,1,FY2022,FQ3
2022-08-07,20220807,2022-08-07,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,7,7,Sunday,1,FY2022,FQ3
2022-08-08,20220808,2022-08-08,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,8,1,Monday,0,FY2022,FQ3
2022-08-09,20220809,2022-08-09,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,9,2,Tuesday,0,FY2022,FQ3
2022-08-10,20220810,2022-08-10,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,10,3,Wednesday,0,FY2022,FQ3
2022-08-11,20220811,2022-08-11,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,11,4,Thursday,0,FY2022,FQ3
2022-08-12,20220812,2022-08-12,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,12,5,Friday,0,FY2022,FQ3
2022-08-13,20220813,2022-08-13,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,13,6,Saturday,1,FY2022,FQ3
2022-08-14,20220814,2022-08-14,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,14,7,Sunday,1,FY2022,FQ3
2022-08-15,20220815,2022-08-15,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,15,1,Monday,0,FY2022,FQ3
2022-08-16,20220816,2022-08-16,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,16,2,Tuesday,0,FY2022,FQ3
2022-08-17,20220817,2022-08-17,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,17,3,Wednesday,0,FY2022,FQ3
2022-08-18,20220818,2022-08-18,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,18,4,Thursday,0,FY2022,FQ3
2022-08-19,20220819,2022-08-19,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,19,5,Friday,0,FY2022,FQ3
2022-08-20,20220820,2022-08-20,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,20,6,Saturday,1,FY2022,FQ3
2022-08-21,20220821,2022-08-21,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,21,7,Sunday,1,FY2022,FQ3
2022-08-22,20220822,2022-08-22,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,22,1,Monday,0,FY2022,FQ3
2022-08-23,20220823,2022-08-23,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,23,2,Tuesday,0,FY2022,FQ3
2022-08-24,20220824,2022-08-24,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,24,3,Wednesday,0,FY2022,FQ3
2022-08-25,20220825,2022-08-25,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,25,4,Thursday,0,FY2022,FQ3
2022-08-26,20220826,2022-08-26,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,26,5,Friday,0,FY2022,FQ3
2022-08-27,20220827,2022-08-27,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,27,6,Saturday,1,FY2022,FQ3
2022-08-28,20220828,2022-08-28,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,28,7,Sunday,1,FY2022,FQ3
2022-08-29,20220829,2022-08-29,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,29,1,Monday,0,FY2022,FQ3
2022-08-30,20220830,2022-08-30,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,30,2,Tuesday,0,FY2022,FQ3
2022-08-31,20220831,2022-08-31,2022,3,Q3,2022-Q3,8,August,Aug,2022-08,31,3,Wednesday,0,FY2022,FQ3
2022-09-01,20220901,2022-09-01,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,1,4,Thursday,0,FY2022,FQ3
2022-09-02,20220902,2022-09-02,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,2,5,Friday,0,FY2022,FQ3
2022-09-03,20220903,2022-09-03,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,3,6,Saturday,1,FY2022,FQ3
2022-09-04,20220904,2022-09-04,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,4,7,Sunday,1,FY2022,FQ3
2022-09-05,20220905,2022-09-05,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,5,1,Monday,0,FY2022,FQ3
2022-09-06,20220906,2022-09-06,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,6,2,Tuesday,0,FY2022,FQ3
2022-09-07,20220907,2022-09-07,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,7,3,Wednesday,0,FY2022,FQ3
2022-09-08,20220908,2022-09-08,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,8,4,Thursday,0,FY2022,FQ3
2022-09-09,20220909,2022-09-09,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,9,5,Friday,0,FY2022,FQ3
2022-09-10,20220910,2022-09-10,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,10,6,Saturday,1,FY2022,FQ3
2022-09-11,20220911,2022-09-11,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,11,7,Sunday,1,FY2022,FQ3
2022-09-12,20220912,2022-09-12,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,12,1,Monday,0,FY2022,FQ3
2022-09-13,20220913,2022-09-13,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,13,2,Tuesday,0,FY2022,FQ3
2022-09-14,20220914,2022-09-14,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,14,3,Wednesday,0,FY2022,FQ3
2022-09-15,20220915,2022-09-15,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,15,4,Thursday,0,FY2022,FQ3
2022-09-16,20220916,2022-09-16,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,16,5,Friday,0,FY2022,FQ3
2022-09-17,20220917,2022-09-17,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,17,6,Saturday,1,FY2022,FQ3
2022-09-18,20220918,2022-09-18,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,18,7,Sunday,1,FY2022,FQ3
2022-09-19,20220919,2022-09-19,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,19,1,Monday,0,FY2022,FQ3
2022-09-20,20220920,2022-09-20,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,20,2,Tuesday,0,FY2022,FQ3
2022-09-21,20220921,2022-09-21,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,21,3,Wednesday,0,FY2022,FQ3
2022-09-22,20220922,2022-09-22,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,22,4,Thursday,0,FY2022,FQ3
2022-09-23,20220923,2022-09-23,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,23,5,Friday,0,FY2022,FQ3
2022-09-24,20220924,2022-09-24,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,24,6,Saturday,1,FY2022,FQ3
2022-09-25,20220925,2022-09-25,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,25,7,Sunday,1,FY2022,FQ3
2022-09-26,20220926,2022-09-26,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,26,1,Monday,0,FY2022,FQ3
2022-09-27,20220927,2022-09-27,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,27,2,Tuesday,0,FY2022,FQ3
2022-09-28,20220928,2022-09-28,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,28,3,Wednesday,0,FY2022,FQ3
2022-09-29,20220929,2022-09-29,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,29,4,Thursday,0,FY2022,FQ3
2022-09-30,20220930,2022-09-30,2022,3,Q3,2022-Q3,9,September,Sep,2022-09,30,5,Friday,0,FY2022,FQ3
2022-10-01,20221001,2022-10-01,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,1,6,Saturday,1,FY2022,FQ4
2022-10-02,20221002,2022-10-02,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,2,7,Sunday,1,FY2022,FQ4
2022-10-03,20221003,2022-10-03,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,3,1,Monday,0,FY2022,FQ4
2022-10-04,20221004,2022-10-04,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,4,2,Tuesday,0,FY2022,FQ4
2022-10-05,20221005,2022-10-05,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,5,3,Wednesday,0,FY2022,FQ4
2022-10-06,20221006,2022-10-06,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,6,4,Thursday,0,FY2022,FQ4
2022-10-07,20221007,2022-10-07,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,7,5,Friday,0,FY2022,FQ4
2022-10-08,20221008,2022-10-08,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,8,6,Saturday,1,FY2022,FQ4
2022-10-09,20221009,2022-10-09,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,9,7,Sunday,1,FY2022,FQ4
2022-10-10,20221010,2022-10-10,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,10,1,Monday,0,FY2022,FQ4
2022-10-11,20221011,2022-10-11,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,11,2,Tuesday,0,FY2022,FQ4
2022-10-12,20221012,2022-10-12,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,12,3,Wednesday,0,FY2022,FQ4
2022-10-13,20221013,2022-10-13,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,13,4,Thursday,0,FY2022,FQ4
2022-10-14,20221014,2022-10-14,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,14,5,Friday,0,FY2022,FQ4
2022-10-15,20221015,2022-10-15,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,15,6,Saturday,1,FY2022,FQ4
2022-10-16,20221016,2022-10-16,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,16,7,Sunday,1,FY2022,FQ4
2022-10-17,20221017,2022-10-17,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,17,1,Monday,0,FY2022,FQ4
2022-10-18,20221018,2022-10-18,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,18,2,Tuesday,0,FY2022,FQ4
2022-10-19,20221019,2022-10-19,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,19,3,Wednesday,0,FY2022,FQ4
2022-10-20,20221020,2022-10-20,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,20,4,Thursday,0,FY2022,FQ4
2022-10-21,20221021,2022-10-21,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,21,5,Friday,0,FY2022,FQ4
2022-10-22,20221022,2022-10-22,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,22,6,Saturday,1,FY2022,FQ4
2022-10-23,20221023,2022-10-23,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,23,7,Sunday,1,FY2022,FQ4
2022-10-24,20221024,2022-10-24,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,24,1,Monday,0,FY2022,FQ4
2022-10-25,20221025,2022-10-25,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,25,2,Tuesday,0,FY2022,FQ4
2022-10-26,20221026,2022-10-26,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,26,3,Wednesday,0,FY2022,FQ4
2022-10-27,20221027,2022-10-27,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,27,4,Thursday,0,FY2022,FQ4
2022-10-28,20221028,2022-10-28,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,28,5,Friday,0,FY2022,FQ4
2022-10-29,20221029,2022-10-29,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,29,6,Saturday,1,FY2022,FQ4
2022-10-30,20221030,2022-10-30,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,30,7,Sunday,1,FY2022,FQ4
2022-10-31,20221031,2022-10-31,2022,4,Q4,2022-Q4,10,October,Oct,2022-10,31,1,Monday,0,FY2022,FQ4
2022-11-01,20221101,2022-11-01,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,1,2,Tuesday,0,FY2022,FQ4
2022-11-02,20221102,2022-11-02,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,2,3,Wednesday,0,FY2022,FQ4
2022-11-03,20221103,2022-11-03,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,3,4,Thursday,0,FY2022,FQ4
2022-11-04,20221104,2022-11-04,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,4,5,Friday,0,FY2022,FQ4
2022-11-05,20221105,2022-11-05,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,5,6,Saturday,1,FY2022,FQ4
2022-11-06,20221106,2022-11-06,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,6,7,Sunday,1,FY2022,FQ4
2022-11-07,20221107,2022-11-07,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,7,1,Monday,0,FY2022,FQ4
2022-11-08,20221108,2022-11-08,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,8,2,Tuesday,0,FY2022,FQ4
2022-11-09,20221109,2022-11-09,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,9,3,Wednesday,0,FY2022,FQ4
2022-11-10,20221110,2022-11-10,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,10,4,Thursday,0,FY2022,FQ4
2022-11-11,20221111,2022-11-11,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,11,5,Friday,0,FY2022,FQ4
2022-11-12,20221112,2022-11-12,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,12,6,Saturday,1,FY2022,FQ4
2022-11-13,20221113,2022-11-13,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,13,7,Sunday,1,FY2022,FQ4
2022-11-14,20221114,2022-11-14,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,14,1,Monday,0,FY2022,FQ4
2022-11-15,20221115,2022-11-15,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,15,2,Tuesday,0,FY2022,FQ4
2022-11-16,20221116,2022-11-16,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,16,3,Wednesday,0,FY2022,FQ4
2022-11-17,20221117,2022-11-17,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,17,4,Thursday,0,FY2022,FQ4
2022-11-18,20221118,2022-11-18,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,18,5,Friday,0,FY2022,FQ4
2022-11-19,20221119,2022-11-19,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,19,6,Saturday,1,FY2022,FQ4
2022-11-20,20221120,2022-11-20,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,20,7,Sunday,1,FY2022,FQ4
2022-11-21,20221121,2022-11-21,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,21,1,Monday,0,FY2022,FQ4
2022-11-22,20221122,2022-11-22,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,22,2,Tuesday,0,FY2022,FQ4
2022-11-23,20221123,2022-11-23,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,23,3,Wednesday,0,FY2022,FQ4
2022-11-24,20221124,2022-11-24,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,24,4,Thursday,0,FY2022,FQ4
2022-11-25,20221125,2022-11-25,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,25,5,Friday,0,FY2022,FQ4
2022-11-26,20221126,2022-11-26,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,26,6,Saturday,1,FY2022,FQ4
2022-11-27,20221127,2022-11-27,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,27,7,Sunday,1,FY2022,FQ4
2022-11-28,20221128,2022-11-28,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,28,1,Monday,0,FY2022,FQ4
2022-11-29,20221129,2022-11-29,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,29,2,Tuesday,0,FY2022,FQ4
2022-11-30,20221130,2022-11-30,2022,4,Q4,2022-Q4,11,November,Nov,2022-11,30,3,Wednesday,0,FY2022,FQ4
2022-12-01,20221201,2022-12-01,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,1,4,Thursday,0,FY2022,FQ4
2022-12-02,20221202,2022-12-02,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,2,5,Friday,0,FY2022,FQ4
2022-12-03,20221203,2022-12-03,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,3,6,Saturday,1,FY2022,FQ4
2022-12-04,20221204,2022-12-04,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,4,7,Sunday,1,FY2022,FQ4
2022-12-05,20221205,2022-12-05,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,5,1,Monday,0,FY2022,FQ4
2022-12-06,20221206,2022-12-06,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,6,2,Tuesday,0,FY2022,FQ4
2022-12-07,20221207,2022-12-07,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,7,3,Wednesday,0,FY2022,FQ4
2022-12-08,20221208,2022-12-08,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,8,4,Thursday,0,FY2022,FQ4
2022-12-09,20221209,2022-12-09,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,9,5,Friday,0,FY2022,FQ4
2022-12-10,20221210,2022-12-10,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,10,6,Saturday,1,FY2022,FQ4
2022-12-11,20221211,2022-12-11,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,11,7,Sunday,1,FY2022,FQ4
2022-12-12,20221212,2022-12-12,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,12,1,Monday,0,FY2022,FQ4
2022-12-13,20221213,2022-12-13,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,13,2,Tuesday,0,FY2022,FQ4
2022-12-14,20221214,2022-12-14,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,14,3,Wednesday,0,FY2022,FQ4
2022-12-15,20221215,2022-12-15,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,15,4,Thursday,0,FY2022,FQ4
2022-12-16,20221216,2022-12-16,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,16,5,Friday,0,FY2022,FQ4
2022-12-17,20221217,2022-12-17,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,17,6,Saturday,1,FY2022,FQ4
2022-12-18,20221218,2022-12-18,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,18,7,Sunday,1,FY2022,FQ4
2022-12-19,20221219,2022-12-19,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,19,1,Monday,0,FY2022,FQ4
2022-12-20,20221220,2022-12-20,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,20,2,Tuesday,0,FY2022,FQ4
2022-12-21,20221221,2022-12-21,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,21,3,Wednesday,0,FY2022,FQ4
2022-12-22,20221222,2022-12-22,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,22,4,Thursday,0,FY2022,FQ4
2022-12-23,20221223,2022-12-23,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,23,5,Friday,0,FY2022,FQ4
2022-12-24,20221224,2022-12-24,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,24,6,Saturday,1,FY2022,FQ4
2022-12-25,20221225,2022-12-25,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,25,7,Sunday,1,FY2022,FQ4
2022-12-26,20221226,2022-12-26,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,26,1,Monday,0,FY2022,FQ4
2022-12-27,20221227,2022-12-27,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,27,2,Tuesday,0,FY2022,FQ4
2022-12-28,20221228,2022-12-28,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,28,3,Wednesday,0,FY2022,FQ4
2022-12-29,20221229,2022-12-29,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,29,4,Thursday,0,FY2022,FQ4
2022-12-30,20221230,2022-12-30,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,30,5,Friday,0,FY2022,FQ4
2022-12-31,20221231,2022-12-31,2022,4,Q4,2022-Q4,12,December,Dec,2022-12,31,6,Saturday,1,FY2022,FQ4
2023-01-01,20230101,2023-01-01,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,1,7,Sunday,1,FY2023,FQ1
2023-01-02,20230102,2023-01-02,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,2,1,Monday,0,FY2023,FQ1
2023-01-03,20230103,2023-01-03,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,3,2,Tuesday,0,FY2023,FQ1
2023-01-04,20230104,2023-01-04,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,4,3,Wednesday,0,FY2023,FQ1
2023-01-05,20230105,2023-01-05,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,5,4,Thursday,0,FY2023,FQ1
2023-01-06,20230106,2023-01-06,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,6,5,Friday,0,FY2023,FQ1
2023-01-07,20230107,2023-01-07,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,7,6,Saturday,1,FY2023,FQ1
2023-01-08,20230108,2023-01-08,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,8,7,Sunday,1,FY2023,FQ1
2023-01-09,20230109,2023-01-09,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,9,1,Monday,0,FY2023,FQ1
2023-01-10,20230110,2023-01-10,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,10,2,Tuesday,0,FY2023,FQ1
2023-01-11,20230111,2023-01-11,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,11,3,Wednesday,0,FY2023,FQ1
2023-01-12,20230112,2023-01-12,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,12,4,Thursday,0,FY2023,FQ1
2023-01-13,20230113,2023-01-13,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,13,5,Friday,0,FY2023,FQ1
2023-01-14,20230114,2023-01-14,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,14,6,Saturday,1,FY2023,FQ1
2023-01-15,20230115,2023-01-15,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,15,7,Sunday,1,FY2023,FQ1
2023-01-16,20230116,2023-01-16,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,16,1,Monday,0,FY2023,FQ1
2023-01-17,20230117,2023-01-17,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,17,2,Tuesday,0,FY2023,FQ1
2023-01-18,20230118,2023-01-18,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,18,3,Wednesday,0,FY2023,FQ1
2023-01-19,20230119,2023-01-19,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,19,4,Thursday,0,FY2023,FQ1
2023-01-20,20230120,2023-01-20,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,20,5,Friday,0,FY2023,FQ1
2023-01-21,20230121,2023-01-21,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,21,6,Saturday,1,FY2023,FQ1
2023-01-22,20230122,2023-01-22,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,22,7,Sunday,1,FY2023,FQ1
2023-01-23,20230123,2023-01-23,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,23,1,Monday,0,FY2023,FQ1
2023-01-24,20230124,2023-01-24,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,24,2,Tuesday,0,FY2023,FQ1
2023-01-25,20230125,2023-01-25,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,25,3,Wednesday,0,FY2023,FQ1
2023-01-26,20230126,2023-01-26,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,26,4,Thursday,0,FY2023,FQ1
2023-01-27,20230127,2023-01-27,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,27,5,Friday,0,FY2023,FQ1
2023-01-28,20230128,2023-01-28,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,28,6,Saturday,1,FY2023,FQ1
2023-01-29,20230129,2023-01-29,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,29,7,Sunday,1,FY2023,FQ1
2023-01-30,20230130,2023-01-30,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,30,1,Monday,0,FY2023,FQ1
2023-01-31,20230131,2023-01-31,2023,1,Q1,2023-Q1,1,January,Jan,2023-01,31,2,Tuesday,0,FY2023,FQ1
2023-02-01,20230201,2023-02-01,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,1,3,Wednesday,0,FY2023,FQ1
2023-02-02,20230202,2023-02-02,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,2,4,Thursday,0,FY2023,FQ1
2023-02-03,20230203,2023-02-03,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,3,5,Friday,0,FY2023,FQ1
2023-02-04,20230204,2023-02-04,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,4,6,Saturday,1,FY2023,FQ1
2023-02-05,20230205,2023-02-05,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,5,7,Sunday,1,FY2023,FQ1
2023-02-06,20230206,2023-02-06,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,6,1,Monday,0,FY2023,FQ1
2023-02-07,20230207,2023-02-07,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,7,2,Tuesday,0,FY2023,FQ1
2023-02-08,20230208,2023-02-08,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,8,3,Wednesday,0,FY2023,FQ1
2023-02-09,20230209,2023-02-09,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,9,4,Thursday,0,FY2023,FQ1
2023-02-10,20230210,2023-02-10,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,10,5,Friday,0,FY2023,FQ1
2023-02-11,20230211,2023-02-11,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,11,6,Saturday,1,FY2023,FQ1
2023-02-12,20230212,2023-02-12,2023,1,Q1,2023-Q1,2,February,Feb,2023-02,12,7,Sunday,1,FY2023,FQ1
